SPEEDLIMIT,SURFACEWIDTH,AWDT_ROUNDED,one_way,is_steep,is_paved,is_hwy,is_bus,is_truck,is_light,is_clear,is_child,severity
25.0,20.0,4500,0,0,1,0,1,0,0,0,0,2
25.0,54.0,13300,0,0,1,0,1,0,1,0,0,3
25.0,54.0,13300,0,0,1,0,1,0,1,0,0,1
25.0,54.0,13300,0,0,1,0,1,0,1,0,0,3
25.0,74.0,11900,0,0,1,0,1,0,1,0,0,3
25.0,54.0,13300,0,0,1,0,1,0,0,0,0,3
25.0,54.0,13300,0,0,1,0,1,0,1,0,0,3
25.0,54.0,13300,0,0,1,0,1,0,1,0,0,2
25.0,54.0,13300,0,0,1,0,1,0,1,0,0,3
25.0,54.0,13300,0,0,1,0,1,0,1,0,0,2
25.0,54.0,13300,0,0,1,0,1,0,0,0,0,3
25.0,54.0,13300,0,0,1,0,1,0,1,0,0,2
25.0,74.0,11900,0,0,1,0,1,0,1,0,0,3
25.0,54.0,13300,0,0,1,0,1,0,0,0,0,3
25.0,54.0,8800,0,0,1,0,1,0,0,0,0,2
25.0,54.0,8800,0,0,1,0,1,0,0,0,0,3
25.0,54.0,13300,0,0,1,0,1,0,1,0,0,3
25.0,54.0,13300,0,0,1,0,1,0,1,0,0,2
25.0,74.0,11900,0,0,1,0,1,0,0,1,0,3
25.0,54.0,8800,0,0,1,0,1,0,0,0,0,3
25.0,54.0,13300,0,0,1,0,1,0,1,0,0,3
25.0,54.0,13300,0,0,1,0,1,0,1,1,0,3
25.0,54.0,13300,0,0,1,0,1,0,1,1,0,3
25.0,54.0,13300,0,0,1,0,1,0,1,0,0,2
25.0,74.0,11900,0,0,1,0,1,0,1,1,0,3
25.0,74.0,11900,0,0,1,0,1,0,1,0,0,3
25.0,74.0,11900,0,0,1,0,1,0,1,0,0,2
25.0,74.0,14400,0,1,1,0,1,0,0,0,0,2
25.0,74.0,14400,0,1,1,0,1,0,1,0,0,3
25.0,74.0,14400,0,1,1,0,1,0,1,0,0,3
25.0,54.0,12000,0,0,1,0,1,0,0,0,0,3
25.0,74.0,11900,0,0,1,0,1,0,1,0,0,2
25.0,74.0,11900,0,0,1,0,1,0,1,0,0,3
25.0,74.0,11900,0,0,1,0,1,0,1,0,0,2
25.0,36.0,7500,1,0,1,0,1,0,1,0,0,3
25.0,52.0,13100,0,0,1,0,1,0,1,0,0,2
20.0,24.0,9100,0,0,0,0,0,0,1,0,0,2
25.0,26.0,7100,0,0,0,0,0,0,1,0,0,3
25.0,47.0,8400,0,1,0,0,1,0,1,0,0,3
25.0,47.0,8400,0,1,0,0,1,0,1,0,0,2
25.0,47.0,8400,0,0,0,0,1,0,0,0,0,3
20.0,25.0,9500,0,0,0,0,0,0,0,0,0,2
25.0,40.0,13000,0,0,0,0,1,0,0,1,0,3
25.0,40.0,13000,0,0,0,0,1,0,1,0,0,2
25.0,40.0,13000,0,0,0,0,1,0,1,0,0,2
25.0,40.0,17000,0,0,0,0,0,0,1,0,0,2
25.0,40.0,12100,0,0,0,0,1,0,1,0,0,3
25.0,38.0,11100,0,0,1,0,1,0,1,0,0,3
25.0,42.0,6700,0,1,1,0,1,0,0,0,0,2
20.0,24.0,2800,0,0,0,0,0,0,1,0,0,2
20.0,0.0,2800,0,0,0,0,0,0,1,0,0,2
25.0,42.0,2800,0,0,1,0,1,0,1,0,0,2
25.0,38.0,9700,0,0,0,0,1,0,1,0,0,2
25.0,40.0,14800,0,0,0,0,1,0,0,0,0,2
25.0,40.0,14800,0,1,1,0,1,0,0,0,0,3
25.0,40.0,14800,0,1,1,0,1,0,0,0,0,3
25.0,45.0,15500,0,0,1,0,1,0,1,0,0,3
25.0,45.0,15500,0,0,1,0,1,0,1,0,0,2
25.0,45.0,15000,0,0,1,0,1,0,1,0,0,2
25.0,45.0,13800,0,1,1,0,1,0,1,0,0,2
25.0,43.0,22100,0,1,1,0,1,0,1,0,0,2
20.0,25.0,14200,0,0,1,0,0,0,1,0,0,2
25.0,47.0,12500,0,1,1,0,1,0,1,0,0,2
25.0,47.0,12500,0,1,1,0,1,0,1,0,0,3
20.0,45.0,12000,0,0,1,0,1,0,0,0,0,3
25.0,42.0,9100,0,0,0,0,1,1,1,0,0,3
20.0,0.0,10100,0,0,0,0,0,0,1,0,0,2
25.0,42.0,18800,0,1,1,0,1,0,1,1,0,3
20.0,25.0,18800,0,0,0,0,0,0,1,0,0,2
20.0,25.0,18800,0,0,0,0,0,0,0,0,0,2
20.0,25.0,18800,0,0,0,0,0,0,1,0,0,3
25.0,52.0,10100,0,0,1,0,1,0,1,0,0,3
25.0,52.0,10100,0,0,1,0,1,0,1,0,0,2
25.0,52.0,10100,0,0,1,0,1,0,0,0,0,3
20.0,0.0,10400,0,0,0,0,0,0,0,0,0,3
25.0,50.0,8800,0,0,1,0,1,0,1,0,0,2
25.0,22.0,7400,0,1,1,0,1,0,1,0,0,3
25.0,50.0,9800,0,1,1,0,1,0,0,0,0,2
25.0,50.0,8800,0,0,1,0,1,0,1,0,0,3
25.0,50.0,8800,0,1,1,0,1,0,0,0,0,2
25.0,50.0,8800,0,1,1,0,1,0,1,0,0,2
25.0,50.0,8800,0,1,1,0,1,0,1,0,0,3
25.0,52.0,15100,0,0,0,0,0,0,1,1,0,3
20.0,0.0,7400,0,0,0,0,0,0,1,0,0,3
25.0,50.0,12300,0,0,1,0,1,0,1,1,0,2
25.0,42.0,6000,0,0,0,0,1,0,1,0,0,2
25.0,50.0,9800,0,0,1,0,1,0,1,0,0,2
25.0,50.0,9800,0,0,1,0,1,0,0,0,0,3
25.0,50.0,9800,0,0,1,0,1,0,0,0,0,3
25.0,50.0,9800,0,0,1,0,1,0,0,0,0,3
20.0,25.0,9800,0,0,0,0,0,0,1,0,0,2
20.0,25.0,9800,0,0,0,0,0,0,1,0,0,2
20.0,25.0,9800,0,0,0,0,0,0,0,0,0,2
20.0,0.0,9800,0,0,0,0,0,0,1,0,0,3
25.0,48.0,11000,0,1,1,0,1,0,0,0,0,3
25.0,48.0,11000,0,1,1,0,1,0,1,0,0,2
25.0,48.0,11000,0,1,1,0,1,0,1,0,0,2
20.0,40.0,9800,0,0,0,0,0,0,1,0,0,2
20.0,40.0,9800,0,0,0,0,0,0,1,0,0,2
20.0,40.0,9800,0,0,0,0,0,0,1,0,0,3
20.0,40.0,9800,0,0,0,0,0,0,1,0,0,3
20.0,40.0,9800,0,0,0,0,0,0,1,0,0,2
20.0,40.0,9800,0,0,0,0,0,0,1,0,0,3
20.0,40.0,9800,0,0,0,0,0,0,1,0,0,3
25.0,54.0,11400,0,0,1,0,1,0,1,0,0,2
25.0,66.0,27300,0,0,1,0,1,0,1,1,0,2
25.0,50.0,11600,0,1,0,0,1,0,0,0,0,3
25.0,50.0,11100,0,1,0,0,1,0,0,0,0,1
25.0,50.0,11600,0,1,0,0,1,0,1,0,0,3
25.0,50.0,11100,0,1,0,0,1,0,1,0,0,2
25.0,50.0,11100,0,1,0,0,1,0,0,0,0,2
25.0,42.0,8300,0,1,0,0,1,0,1,0,0,2
25.0,42.0,9000,0,1,1,0,1,0,1,0,0,3
25.0,42.0,9000,0,0,1,0,1,0,0,0,0,3
25.0,52.0,13100,0,0,1,0,1,0,1,0,0,3
25.0,52.0,13100,0,0,1,0,1,0,1,0,0,3
25.0,52.0,13100,0,0,1,0,1,0,0,0,0,2
25.0,52.0,13100,0,0,1,0,1,0,1,0,0,3
25.0,52.0,13100,0,0,1,0,1,0,1,0,0,2
25.0,52.0,13100,0,0,1,0,1,0,0,0,0,3
25.0,30.0,7700,0,0,0,0,1,0,0,0,0,3
25.0,30.0,7700,0,0,0,0,1,0,0,0,0,3
20.0,24.0,8300,0,0,0,0,0,0,1,0,0,3
25.0,42.0,9400,0,0,0,0,1,0,1,0,0,2
25.0,64.0,6600,0,0,0,0,1,0,0,0,0,2
25.0,50.0,14000,0,0,0,0,1,0,1,0,0,3
25.0,50.0,15800,0,0,0,0,1,0,1,0,0,2
25.0,50.0,14000,0,0,0,0,1,0,1,0,0,3
25.0,50.0,14000,0,0,0,0,1,0,1,0,0,3
25.0,64.0,6600,0,0,0,0,1,0,1,0,0,2
25.0,50.0,15800,0,0,0,0,1,0,1,0,0,3
25.0,50.0,14000,0,0,0,0,1,0,0,0,0,3
25.0,58.0,26000,0,0,0,0,1,0,1,0,0,3
25.0,58.0,26000,0,0,0,0,1,0,1,0,0,3
25.0,58.0,26000,0,0,0,0,1,0,1,0,0,3
25.0,45.0,2800,1,0,0,0,1,0,0,0,0,2
20.0,0.0,15800,0,0,0,0,0,0,1,0,0,3
20.0,0.0,15800,0,0,0,0,0,0,1,0,0,2
20.0,30.0,14000,0,1,1,0,0,0,1,0,0,2
20.0,30.0,14000,0,1,1,0,0,0,0,0,0,3
20.0,25.0,14000,0,1,0,0,0,0,1,0,0,2
20.0,25.0,14000,0,1,0,0,0,0,1,0,0,2
25.0,95.0,6600,0,0,0,0,1,0,0,0,0,2
25.0,95.0,6600,0,0,0,0,1,0,1,0,0,2
20.0,30.0,26000,0,1,0,0,0,0,0,0,0,2
20.0,30.0,26000,0,1,0,0,0,0,1,0,0,2
20.0,24.0,6600,0,1,0,0,0,0,1,0,0,1
25.0,18.0,12000,1,0,1,0,1,0,1,0,0,3
25.0,42.0,4500,0,1,0,0,1,0,1,0,0,3
25.0,76.0,40000,0,0,1,0,1,1,1,0,0,2
25.0,76.0,43600,0,0,1,0,1,0,1,0,0,2
25.0,76.0,43600,0,0,1,0,1,0,1,0,0,2
25.0,76.0,43600,0,0,1,0,1,0,1,0,0,3
25.0,42.0,8700,0,0,1,0,1,1,0,0,0,2
25.0,52.0,8900,0,0,0,0,1,0,1,0,0,2
20.0,26.0,8900,0,0,0,0,0,0,1,0,0,2
25.0,52.0,8900,0,0,0,0,1,0,1,0,0,3
25.0,40.0,11300,0,0,0,0,1,0,1,0,0,3
25.0,54.0,10500,0,0,0,0,1,0,1,0,0,2
25.0,40.0,11300,0,0,1,0,1,0,1,0,0,2
25.0,49.0,29700,0,0,1,0,1,0,0,0,0,2
25.0,55.0,12900,0,0,1,0,1,0,1,0,0,2
20.0,25.0,16300,0,0,1,0,0,0,0,0,0,3
25.0,25.0,4500,0,1,0,0,0,0,1,0,0,1
25.0,48.0,10000,0,1,0,0,1,0,1,0,0,3
25.0,48.0,10000,0,1,0,0,1,0,1,0,0,3
25.0,50.0,29300,0,1,1,0,1,0,1,0,0,3
25.0,50.0,29300,0,1,1,0,1,0,1,0,0,2
25.0,54.0,18000,0,0,0,0,1,0,0,0,0,2
25.0,50.0,29300,0,1,1,0,1,0,1,0,0,3
25.0,48.0,10000,0,0,0,0,1,0,0,0,0,2
25.0,32.0,17300,0,0,1,0,1,0,1,0,0,2
20.0,25.0,8700,0,1,1,0,0,0,1,0,0,3
25.0,41.0,8700,0,0,0,0,1,0,1,0,0,2
25.0,40.0,9100,0,0,0,0,1,0,1,0,0,1
25.0,40.0,13500,0,0,1,0,1,0,1,0,0,3
25.0,54.0,10800,0,0,0,0,1,1,1,0,0,2
25.0,25.0,9600,0,1,0,0,0,0,1,0,0,3
25.0,42.0,2400,0,0,1,0,0,0,1,0,0,2
25.0,30.0,11300,0,0,0,0,0,0,1,1,0,3
20.0,25.0,5100,0,0,1,0,0,0,1,0,0,3
20.0,25.0,5100,0,0,1,0,0,0,1,1,0,3
25.0,22.0,5100,0,0,1,0,0,0,0,0,0,2
25.0,48.0,18900,0,0,0,0,1,0,1,0,0,3
25.0,48.0,18900,0,0,0,0,1,0,1,0,0,3
25.0,54.0,13000,0,0,1,0,1,0,1,0,0,3
25.0,54.0,12500,0,0,1,0,1,0,0,0,0,3
25.0,44.0,13600,0,0,0,0,1,0,1,0,0,3
30.0,40.0,28400,0,0,1,0,1,0,0,0,0,3
20.0,25.0,13000,0,0,1,0,0,0,0,0,0,3
25.0,54.0,13000,0,0,1,0,1,0,1,0,0,3
20.0,25.0,13000,0,1,1,0,0,0,1,1,0,2
25.0,54.0,13600,0,0,0,0,1,0,1,0,0,2
25.0,34.0,17700,0,0,1,0,1,1,1,0,0,3
25.0,44.0,17700,0,0,1,0,1,0,1,0,0,3
25.0,44.0,17700,0,0,1,0,1,0,1,0,0,2
25.0,44.0,17700,0,0,1,0,1,0,1,0,0,3
25.0,23.0,12200,0,0,1,0,1,0,1,1,0,3
25.0,44.0,12200,0,0,1,0,1,0,0,0,0,3
25.0,44.0,12200,0,0,1,0,1,0,1,0,0,2
25.0,42.0,8700,0,0,0,0,1,0,1,0,0,3
20.0,25.0,8700,0,1,1,0,0,0,1,0,0,3
25.0,42.0,8700,0,1,0,0,1,0,1,0,0,1
20.0,22.0,5800,0,0,0,0,0,0,1,0,0,3
25.0,84.0,5600,1,1,1,0,1,0,1,0,0,2
25.0,42.0,6000,0,0,0,0,1,0,1,0,0,3
25.0,45.0,29300,0,1,0,0,1,0,1,0,0,2
25.0,45.0,29300,0,1,0,0,1,0,1,0,0,3
25.0,42.0,15500,0,1,0,0,0,0,0,0,0,1
25.0,42.0,15500,0,0,0,0,0,0,1,0,0,3
25.0,42.0,6000,0,0,0,0,1,0,1,0,0,3
20.0,30.0,17000,0,0,1,0,0,0,1,0,0,2
25.0,23.0,5800,0,0,0,0,0,0,1,0,0,3
25.0,27.0,6600,0,0,0,0,0,0,1,0,0,3
25.0,23.0,20500,0,0,0,0,0,0,1,1,0,2
25.0,25.0,5700,0,0,1,0,0,0,1,0,0,3
25.0,30.0,5800,0,0,1,0,0,0,1,0,0,3
25.0,30.0,5800,0,0,1,0,0,0,1,1,0,2
25.0,21.0,9400,0,0,1,0,0,0,0,0,0,3
25.0,23.0,2500,0,0,1,0,0,0,1,0,0,2
25.0,23.0,8400,0,0,1,0,0,0,1,0,0,3
25.0,23.0,8400,0,0,1,0,0,0,1,0,0,3
25.0,23.0,8400,0,0,1,0,0,0,0,0,0,2
25.0,23.0,8400,0,0,1,0,0,0,1,0,0,3
25.0,24.0,2500,0,0,0,0,0,0,1,0,0,2
25.0,33.0,7900,0,0,1,0,1,0,1,0,0,2
25.0,33.0,7900,0,0,1,0,1,0,1,0,0,3
25.0,32.0,8100,0,0,1,0,1,0,1,0,0,2
25.0,32.0,8100,0,0,1,0,1,0,1,0,0,2
25.0,60.0,6500,0,0,1,0,1,0,0,0,0,2
25.0,46.0,16100,0,0,0,0,1,0,1,0,0,3
25.0,58.0,10000,0,0,0,0,1,0,1,0,0,3
20.0,23.0,28400,0,0,1,0,0,0,1,0,0,3
20.0,42.0,31000,0,0,0,0,0,0,1,0,0,3
25.0,54.0,28400,0,0,1,0,1,1,1,0,0,2
25.0,54.0,28400,0,0,1,0,1,1,1,0,0,2
25.0,44.0,2500,1,0,1,0,1,0,1,0,0,2
25.0,65.0,4400,0,0,1,0,1,0,1,0,0,2
25.0,65.0,4400,0,0,1,0,1,0,0,0,0,2
25.0,65.0,4400,0,0,1,0,0,0,0,0,0,3
25.0,65.0,4400,0,0,1,0,0,0,0,0,0,3
25.0,65.0,4400,0,0,1,0,0,0,1,0,0,2
25.0,65.0,4400,0,0,1,0,0,0,1,0,0,2
25.0,65.0,4400,0,0,1,0,0,0,1,0,0,2
25.0,65.0,4400,0,0,1,0,0,0,1,0,0,3
20.0,25.0,3400,1,1,0,0,0,0,1,0,0,2
25.0,37.0,19400,0,0,1,0,1,0,1,1,0,3
25.0,41.0,5600,1,1,0,0,1,0,1,0,0,3
25.0,50.0,16000,1,0,1,0,1,0,1,0,0,3
25.0,41.0,3900,1,0,0,0,1,0,1,0,0,2
25.0,42.0,4000,0,1,0,0,1,0,1,0,0,3
25.0,42.0,8000,1,1,1,0,1,0,1,1,0,2
25.0,42.0,3500,1,0,1,0,0,0,1,0,0,2
25.0,42.0,13200,1,1,1,0,1,0,1,1,0,1
25.0,36.0,8800,0,1,1,0,1,0,1,0,0,3
25.0,36.0,8800,0,0,1,0,1,0,1,0,0,2
20.0,24.0,17300,0,0,1,0,0,0,1,0,1,1
25.0,36.0,8700,0,0,0,0,1,0,1,0,1,2
25.0,44.0,25100,1,0,1,0,1,0,1,0,1,3
20.0,36.0,19300,0,0,1,0,0,0,0,0,0,2
20.0,36.0,19300,0,0,1,0,0,0,1,0,0,3
25.0,33.0,3900,0,0,1,0,0,0,1,0,1,2
25.0,41.0,15000,0,0,0,0,1,0,1,0,0,3
20.0,0.0,20000,0,0,0,0,0,0,1,0,0,2
25.0,38.0,10300,0,0,1,0,0,0,1,0,0,3
30.0,0.0,12600,1,1,0,1,0,0,1,0,0,3
25.0,63.0,22500,0,1,1,0,1,0,1,0,0,2
25.0,34.0,2700,1,1,0,0,0,0,0,1,0,3
25.0,59.0,18100,0,0,1,0,1,0,1,0,0,3
25.0,35.0,25100,1,0,1,0,0,0,1,0,0,3
25.0,68.0,21000,0,0,1,0,1,0,0,0,0,3
25.0,45.0,58700,1,0,1,0,1,0,1,0,0,2
25.0,28.0,14400,0,1,1,0,1,0,1,1,0,1
25.0,40.0,28000,0,0,1,0,0,0,0,0,0,2
25.0,40.0,28000,0,0,1,0,0,0,0,0,0,2
25.0,40.0,11500,0,0,1,0,1,0,1,0,0,3
25.0,44.0,8000,0,0,1,0,1,0,0,0,0,3
25.0,20.0,7800,0,0,1,0,1,0,1,0,1,3
20.0,30.0,9300,0,1,0,0,0,0,1,0,0,1
25.0,20.0,9300,0,0,0,0,0,0,1,0,0,3
25.0,39.0,5100,0,0,0,0,0,0,1,0,0,2
20.0,22.0,22000,0,0,1,0,0,0,0,0,0,3
20.0,22.0,28400,0,0,1,0,0,0,0,0,0,3
20.0,23.0,5900,0,0,1,0,0,0,1,0,0,2
25.0,28.0,4700,0,0,0,0,0,0,1,0,0,3
25.0,47.0,9400,0,1,0,0,0,0,1,0,0,3
25.0,47.0,9400,0,1,0,0,0,0,1,1,0,1
25.0,65.0,4400,0,0,1,0,1,0,1,0,0,2
35.0,54.0,16600,0,0,0,0,1,0,1,0,0,3
20.0,0.0,15300,0,0,0,0,0,0,1,0,0,2
20.0,0.0,15300,0,0,0,0,0,0,1,0,0,3
25.0,50.0,29300,0,1,1,0,1,0,0,0,0,2
25.0,47.0,9300,0,0,1,0,0,0,0,0,0,3
25.0,47.0,9300,0,0,1,0,0,0,1,0,0,2
25.0,42.0,15300,0,0,1,0,1,0,1,0,0,3
25.0,42.0,15300,0,0,1,0,1,0,1,0,0,3
25.0,42.0,15300,0,0,1,0,1,0,1,0,0,2
25.0,54.0,22600,0,0,0,0,1,0,1,0,0,3
25.0,48.0,10000,0,0,0,0,1,0,1,0,0,1
25.0,48.0,22500,0,1,1,0,1,0,1,0,0,3
25.0,48.0,22500,0,1,1,0,1,0,0,0,0,3
25.0,48.0,21600,0,0,1,0,1,0,1,0,0,3
25.0,48.0,22500,0,1,1,0,1,0,1,0,0,2
25.0,48.0,22500,0,1,1,0,1,0,1,0,0,3
25.0,40.0,1800,0,0,1,0,1,0,1,0,1,3
20.0,25.0,8400,0,0,1,0,0,0,1,0,0,3
25.0,30.0,12300,0,0,0,0,0,0,0,0,0,3
25.0,44.0,12500,0,0,1,0,0,0,1,0,0,3
25.0,54.0,9400,0,0,0,0,0,0,1,0,0,3
25.0,54.0,9400,0,0,0,0,0,0,1,0,0,3
20.0,25.0,2500,0,0,1,0,0,0,1,0,1,2
25.0,32.0,15200,0,0,1,0,0,0,1,0,0,3
25.0,30.0,11300,0,0,0,0,0,0,1,0,0,3
25.0,30.0,11300,0,0,0,0,0,0,1,0,0,3
25.0,30.0,11300,0,0,0,0,0,0,1,0,0,3
25.0,21.0,10300,0,0,1,0,1,0,1,1,0,3
25.0,28.0,24100,0,1,1,0,1,0,1,1,0,1
25.0,55.0,37300,0,0,1,0,1,0,1,0,0,3
25.0,41.0,24900,0,0,1,0,1,0,1,0,0,3
25.0,22.0,9300,0,0,1,0,0,0,1,0,0,3
25.0,20.0,9300,0,0,0,0,0,0,1,0,0,3
25.0,22.0,9300,0,0,1,0,0,0,1,1,0,3
25.0,22.0,9300,0,0,1,0,0,0,1,0,0,3
25.0,22.0,9300,0,0,1,0,0,0,1,0,0,3
25.0,22.0,9300,0,0,1,0,0,0,1,0,0,3
25.0,22.0,9300,0,0,1,0,0,0,1,0,0,3
25.0,20.0,9300,0,0,0,0,0,0,0,0,0,3
20.0,30.0,9300,0,1,0,0,0,0,0,0,0,2
25.0,20.0,9300,0,0,0,0,0,0,1,1,0,3
25.0,44.0,17700,0,1,1,0,1,0,1,0,0,2
25.0,44.0,17700,0,1,1,0,1,0,1,0,0,2
25.0,44.0,17700,0,0,1,0,1,0,1,0,0,2
25.0,54.0,12000,0,0,1,0,1,0,1,0,0,3
20.0,0.0,19500,0,0,0,0,0,0,1,0,0,3
25.0,30.0,12800,0,1,1,0,1,0,1,0,0,3
20.0,25.0,14600,0,1,1,0,0,0,1,0,0,3
20.0,25.0,14600,0,1,1,0,0,0,1,0,0,2
25.0,33.0,5600,0,1,1,0,1,0,0,0,0,2
25.0,36.0,4600,1,0,1,0,0,0,1,0,0,2
25.0,40.0,14000,1,0,1,0,1,0,1,0,0,2
25.0,48.0,22500,0,0,1,0,1,0,1,0,0,2
25.0,48.0,22500,0,0,1,0,1,0,1,0,0,3
25.0,40.0,4100,1,0,0,0,1,0,1,0,0,2
25.0,48.0,2000,0,0,1,0,1,0,1,0,0,3
25.0,48.0,22500,0,0,1,0,1,0,0,0,0,3
25.0,48.0,23000,0,0,1,0,1,0,1,0,1,2
25.0,40.0,3900,0,0,1,0,0,0,1,0,0,2
25.0,41.0,12000,0,0,1,0,0,0,1,0,0,2
20.0,25.0,12500,0,1,1,0,0,0,1,0,0,3
20.0,25.0,7300,0,1,1,0,0,0,1,0,0,2
25.0,40.0,10000,1,0,1,0,1,0,1,0,0,2
25.0,38.0,12800,0,0,1,0,1,0,1,0,0,3
25.0,40.0,6800,1,0,1,0,1,0,0,0,0,2
25.0,40.0,6800,1,0,1,0,1,0,1,0,0,3
25.0,44.0,17100,0,0,1,0,1,0,1,0,0,2
20.0,25.0,17800,0,0,1,0,0,0,1,0,0,3
20.0,25.0,17800,0,0,1,0,0,0,1,0,0,2
25.0,38.0,12800,0,0,1,0,1,0,1,0,0,3
25.0,38.0,12800,0,1,1,0,1,0,0,0,0,2
25.0,44.0,15500,0,0,1,0,1,0,1,0,0,3
25.0,44.0,14700,0,0,1,0,1,0,1,0,0,3
20.0,0.0,4300,0,0,0,0,0,0,1,0,0,2
20.0,0.0,4300,0,0,0,0,0,0,1,0,0,3
25.0,69.0,7200,0,0,0,0,0,0,1,0,0,2
25.0,36.0,11400,0,0,0,0,0,0,1,0,0,2
25.0,64.0,4000,1,0,1,0,1,0,1,0,0,2
25.0,36.0,7200,0,1,1,0,1,0,1,0,0,2
25.0,36.0,7200,0,1,1,0,1,0,1,0,0,2
25.0,36.0,7200,0,1,1,0,1,0,1,0,0,2
25.0,36.0,7200,0,1,1,0,1,0,0,0,0,3
25.0,40.0,9100,0,1,1,0,0,0,0,0,0,3
25.0,36.0,3200,0,0,0,0,1,0,1,0,0,3
25.0,40.0,16100,0,1,1,0,1,0,1,0,0,3
25.0,32.0,1900,0,0,1,0,1,0,0,0,0,2
25.0,28.0,17200,0,0,1,0,1,0,1,0,1,3
25.0,32.0,1900,0,0,1,0,1,0,0,0,0,3
25.0,21.0,9100,0,0,1,0,1,0,1,0,0,2
25.0,34.0,3100,1,0,1,0,1,0,1,0,0,3
25.0,50.0,11400,0,0,1,0,1,0,1,0,0,3
25.0,50.0,11400,0,0,1,0,1,0,1,0,0,3
25.0,50.0,11400,0,0,1,0,1,0,1,0,0,3
20.0,43.0,11200,0,1,0,0,0,0,1,0,0,3
20.0,43.0,11200,0,1,0,0,0,0,1,0,0,3
20.0,0.0,19800,0,0,0,0,0,0,1,0,0,3
25.0,59.0,13800,0,0,1,0,1,0,0,0,0,3
20.0,30.0,4000,0,0,1,0,0,0,0,0,0,2
25.0,40.0,10200,1,0,1,0,1,0,0,0,0,3
25.0,54.0,19000,0,0,0,0,1,0,1,0,0,2
25.0,54.0,28400,0,0,1,0,1,1,0,0,0,3
25.0,54.0,6800,0,0,1,0,1,1,0,0,0,2
25.0,33.0,10900,0,0,0,0,0,1,0,0,0,3
