SPEEDLIMIT,SURFACEWIDTH,AWDT_ROUNDED,one_way,is_steep,is_paved,is_hwy,is_bus,is_truck,is_light,is_clear,is_child,severity
20.0,25.0,10100,0,0,0,0,0,0,1,0,0,3
20.0,25.0,35000,0,0,0,0,0,0,1,0,0,3
25.0,54.0,15000,0,0,1,0,1,0,0,0,0,3
20.0,40.0,6300,0,0,0,0,0,0,0,0,0,2
20.0,25.0,6900,0,0,0,0,0,0,1,0,0,3
25.0,47.0,5800,0,0,0,0,1,0,1,0,0,3
25.0,36.0,13000,0,0,1,0,0,0,1,0,0,3
25.0,30.0,8900,0,0,1,0,0,0,1,1,0,3
25.0,34.0,9600,0,0,1,0,0,0,1,0,0,2
20.0,25.0,10500,0,0,1,0,0,0,1,0,1,3
20.0,33.0,7600,0,0,1,0,0,0,0,0,0,2
25.0,54.0,13000,0,0,1,0,1,0,1,0,0,3
25.0,24.0,13200,0,0,1,0,0,1,1,0,0,2
25.0,61.0,28600,0,0,1,0,1,0,0,0,0,3
25.0,60.0,11300,0,0,0,0,1,0,0,0,0,3
25.0,54.0,14400,0,0,0,0,1,0,1,0,0,3
25.0,54.0,14400,0,0,0,0,1,0,1,0,0,3
25.0,54.0,14400,0,0,0,0,1,0,1,0,0,2
25.0,60.0,20400,0,0,0,0,1,0,1,0,0,3
25.0,60.0,13800,0,0,0,0,1,0,0,1,0,2
25.0,54.0,14400,0,0,0,0,1,0,0,0,0,3
25.0,32.0,5800,0,1,1,0,1,0,1,0,0,3
25.0,54.0,15000,0,0,1,0,1,0,1,0,0,2
25.0,54.0,15000,0,0,1,0,1,0,0,0,0,2
25.0,41.0,12500,1,0,1,0,1,0,1,0,0,3
25.0,42.0,7800,1,0,1,0,1,0,0,0,0,3
25.0,54.0,9400,0,0,0,0,1,0,1,0,0,1
20.0,25.0,9400,0,0,0,0,0,0,0,0,0,1
20.0,25.0,9400,0,0,0,0,0,0,1,0,0,3
25.0,54.0,13000,0,0,1,0,1,0,0,0,0,1
25.0,54.0,13000,0,0,1,0,1,0,1,0,0,2
25.0,37.0,7500,1,0,1,0,1,0,1,1,0,3
25.0,37.0,7500,1,0,1,0,1,0,1,0,0,3
25.0,23.0,12500,1,0,1,0,0,0,1,0,0,2
25.0,53.0,18100,0,1,1,0,1,0,1,0,0,2
25.0,53.0,18100,0,1,1,0,1,0,0,0,0,1
25.0,53.0,18100,0,1,1,0,1,0,0,0,0,3
20.0,23.0,13000,0,1,1,0,0,0,1,0,0,3
25.0,33.0,9400,1,1,1,0,1,0,0,0,0,2
25.0,43.0,5500,1,0,1,0,1,0,1,0,0,1
25.0,36.0,10000,1,0,1,0,1,0,1,0,0,2
25.0,36.0,10000,1,0,1,0,1,0,1,0,0,3
25.0,36.0,10000,1,0,1,0,1,0,0,0,0,3
25.0,36.0,7500,1,0,1,0,1,0,1,0,0,2
25.0,48.0,11000,0,1,1,0,1,0,1,0,0,2
25.0,43.0,5500,1,0,1,0,1,0,1,0,0,3
25.0,54.0,22000,1,0,1,0,1,0,1,0,0,2
25.0,42.0,12000,0,0,0,0,1,0,1,0,0,2
25.0,48.0,18100,0,1,1,0,1,0,1,0,0,2
25.0,48.0,18100,0,1,1,0,1,0,1,0,0,3
25.0,48.0,18100,0,1,1,0,1,0,1,0,0,3
25.0,48.0,18100,0,1,1,0,1,0,1,0,0,3
25.0,48.0,11000,0,1,1,0,1,0,1,1,0,2
20.0,24.0,10900,0,0,1,0,0,0,1,0,1,3
25.0,32.0,15200,0,1,1,0,1,0,1,0,0,3
25.0,52.0,34200,0,0,0,0,1,0,1,0,0,3
25.0,55.0,29200,0,0,1,0,1,0,1,0,0,3
25.0,65.0,36000,0,0,0,0,1,0,1,0,0,3
25.0,65.0,36000,0,0,0,0,1,0,1,0,0,1
25.0,65.0,36000,0,0,0,0,1,0,1,0,0,3
25.0,52.0,21500,0,0,0,0,1,0,1,0,0,3
25.0,52.0,22600,0,0,1,0,1,0,1,0,1,3
25.0,52.0,36000,0,0,1,0,1,0,0,0,0,3
25.0,52.0,22100,0,0,1,0,1,0,1,0,0,1
25.0,50.0,12000,0,0,0,0,1,0,1,0,0,3
25.0,52.0,21500,0,0,0,0,1,0,1,0,0,2
25.0,52.0,37700,0,0,0,0,1,0,0,0,0,3
25.0,52.0,37700,0,0,0,0,1,0,1,0,1,2
25.0,52.0,21100,0,0,1,0,1,0,1,0,0,2
20.0,40.0,24600,0,0,0,0,0,0,1,0,0,2
25.0,52.0,21100,0,0,1,0,1,0,1,1,0,2
25.0,52.0,17000,0,0,1,0,1,0,1,0,0,3
20.0,0.0,2300,0,0,0,0,0,0,1,0,0,3
25.0,21.0,9100,0,0,1,0,1,0,1,0,1,3
20.0,25.0,6000,0,0,1,0,0,0,1,0,0,2
25.0,42.0,7600,0,0,1,0,1,0,0,0,0,2
25.0,42.0,7200,0,0,1,0,1,0,1,0,0,2
25.0,42.0,4500,0,1,0,0,0,0,1,0,0,3
25.0,40.0,14000,1,0,1,0,1,0,1,0,0,2
25.0,40.0,14000,1,0,1,0,1,0,1,0,0,2
25.0,40.0,14000,1,0,1,0,1,0,1,0,0,3
25.0,40.0,14000,1,0,1,0,1,0,1,0,0,3
25.0,40.0,14000,1,0,1,0,1,0,1,0,0,3
25.0,40.0,14000,1,0,1,0,1,0,1,0,0,2
25.0,40.0,14000,1,0,1,0,1,0,1,0,0,3
25.0,40.0,14000,1,0,1,0,1,0,1,0,0,2
25.0,40.0,14000,1,0,1,0,1,0,1,0,0,2
25.0,40.0,14100,1,0,1,0,1,0,1,0,0,2
25.0,40.0,14000,1,0,1,0,1,0,1,0,0,3
25.0,40.0,14000,1,0,1,0,1,0,1,0,0,3
25.0,40.0,14000,1,0,1,0,1,0,1,0,0,3
25.0,40.0,14100,1,0,1,0,1,0,1,0,0,3
25.0,40.0,14100,1,0,1,0,1,0,0,0,0,3
25.0,40.0,14100,1,0,1,0,1,0,1,0,0,3
25.0,40.0,14100,1,0,1,0,1,0,1,0,0,3
25.0,40.0,12000,1,0,1,0,1,0,1,0,0,3
25.0,40.0,10000,1,0,1,0,1,0,1,0,0,2
25.0,40.0,11300,1,0,0,0,1,0,1,0,0,2
25.0,40.0,10200,0,0,1,0,1,0,1,0,0,3
25.0,44.0,10200,0,1,1,0,1,0,0,0,0,3
20.0,0.0,14000,1,0,0,0,0,0,1,0,0,2
25.0,40.0,14000,1,0,1,0,1,0,0,1,0,3
25.0,40.0,14000,1,0,1,0,1,0,1,0,0,2
25.0,40.0,14000,1,0,1,0,1,0,1,0,0,2
20.0,0.0,14000,1,0,0,0,0,0,1,0,0,3
20.0,0.0,14000,1,0,0,0,0,0,1,0,0,2
25.0,18.0,12000,1,0,1,0,1,0,1,0,0,1
25.0,40.0,14000,1,0,1,0,1,0,0,0,0,3
25.0,40.0,14000,1,0,1,0,1,0,1,0,0,3
25.0,40.0,14000,1,0,1,0,1,0,0,0,0,3
25.0,40.0,14000,1,0,1,0,1,0,1,0,0,3
25.0,40.0,14000,1,0,1,0,1,0,1,0,0,2
25.0,40.0,14000,1,0,1,0,1,0,1,0,0,3
25.0,40.0,10200,1,0,1,0,1,0,0,1,0,3
25.0,40.0,10200,1,0,1,0,1,0,1,0,0,2
25.0,40.0,10000,1,0,1,0,1,0,1,1,0,2
25.0,40.0,11300,1,0,0,0,1,0,1,0,0,3
25.0,40.0,11300,1,0,0,0,1,0,1,0,0,1
25.0,36.0,10200,0,0,1,0,1,0,1,0,0,3
25.0,40.0,10000,1,0,1,0,1,0,1,0,0,3
25.0,44.0,5600,0,1,1,0,1,0,1,0,0,1
25.0,44.0,5600,0,0,1,0,1,0,1,0,0,1
25.0,65.0,7100,0,0,0,0,1,0,1,0,0,3
25.0,33.0,12700,0,1,1,0,1,0,1,0,0,3
25.0,30.0,12700,0,0,1,0,1,0,1,0,1,3
25.0,40.0,10200,0,0,1,0,1,0,1,0,0,2
25.0,52.0,29200,0,0,1,0,1,0,1,0,0,3
25.0,42.0,7600,0,0,1,0,1,0,1,0,0,2
25.0,42.0,11000,0,0,1,0,1,0,1,1,0,2
25.0,25.0,9800,0,1,1,0,0,0,1,0,1,3
25.0,24.0,5100,0,0,1,0,1,0,0,0,0,2
25.0,52.0,37700,0,0,0,0,1,0,1,0,0,3
25.0,36.0,14500,0,0,1,0,1,0,1,0,0,2
25.0,73.0,22400,0,0,1,0,1,0,1,0,0,2
25.0,60.0,22400,0,0,0,0,1,0,1,0,0,2
25.0,60.0,9500,0,0,1,0,1,0,0,0,0,3
25.0,42.0,7000,0,0,0,0,0,0,1,0,0,3
25.0,73.0,22400,0,0,1,0,1,0,1,0,0,2
25.0,73.0,22400,0,0,1,0,1,0,1,0,0,2
25.0,73.0,22400,0,0,1,0,1,0,1,0,0,3
25.0,60.0,9000,0,0,1,0,1,0,1,0,0,3
25.0,60.0,9000,0,0,1,0,1,0,1,0,0,2
25.0,60.0,22400,0,0,0,0,1,0,1,1,0,3
25.0,73.0,22400,0,0,1,0,1,0,1,0,0,2
20.0,26.0,29700,0,0,1,0,0,0,1,0,0,3
25.0,42.0,8700,0,0,1,0,1,0,1,0,0,3
25.0,29.0,10000,0,1,1,0,0,0,1,0,0,2
25.0,44.0,25100,1,0,1,0,1,0,0,0,0,3
25.0,54.0,9400,0,0,1,0,1,0,1,0,1,3
25.0,54.0,18500,0,0,1,0,1,0,1,0,0,3
25.0,54.0,9400,0,0,1,0,1,0,1,0,0,2
20.0,42.0,29000,0,0,1,0,0,0,0,0,0,3
30.0,83.0,32000,0,0,1,0,1,1,1,0,0,3
25.0,44.0,8700,0,0,0,0,1,1,1,0,0,4
20.0,44.0,11500,0,0,0,0,1,0,0,0,0,3
20.0,44.0,11500,0,0,0,0,1,0,1,0,0,3
25.0,60.0,14500,0,0,1,0,1,0,0,0,0,2
25.0,110.0,11900,0,1,1,0,1,0,1,0,0,3
25.0,50.0,9200,0,0,1,0,1,0,1,0,0,2
25.0,60.0,14500,0,0,1,0,1,0,1,0,0,2
25.0,60.0,14500,0,0,1,0,1,0,1,1,0,3
25.0,120.0,11500,0,0,1,0,1,0,1,0,0,3
25.0,110.0,11900,0,1,1,0,1,0,1,0,0,3
20.0,40.0,11900,0,1,0,0,0,0,0,0,0,2
20.0,40.0,9200,0,0,0,0,0,0,1,0,0,2
25.0,50.0,10600,0,0,1,0,1,0,1,0,0,2
25.0,50.0,10600,0,0,1,0,1,0,1,1,0,3
25.0,42.0,6600,0,0,0,0,1,0,1,0,0,2
25.0,54.0,10300,1,0,1,0,1,0,1,0,0,3
25.0,56.0,14000,0,1,1,0,1,0,1,0,0,2
25.0,60.0,14500,0,0,1,0,1,0,0,0,0,2
25.0,60.0,14500,0,0,1,0,1,0,1,0,0,3
25.0,110.0,11900,0,1,1,0,1,0,1,0,0,2
25.0,36.0,20100,0,0,1,0,1,0,0,0,0,3
20.0,46.0,14500,0,1,1,0,0,0,1,0,0,2
25.0,110.0,11900,0,1,1,0,1,0,0,0,0,1
25.0,26.0,5000,0,0,1,0,1,0,1,0,0,3
25.0,40.0,2700,0,1,1,0,0,0,1,1,0,3
20.0,42.0,22300,0,0,0,0,0,0,1,0,0,2
20.0,42.0,22300,0,0,0,0,0,0,0,0,0,3
20.0,0.0,11400,0,0,0,0,1,0,1,0,0,3
20.0,0.0,11400,0,0,0,0,1,0,1,0,0,2
25.0,76.0,12000,0,0,0,0,0,1,1,0,0,2
30.0,46.0,17200,0,0,1,0,1,1,1,0,0,3
20.0,34.0,29000,0,0,0,0,0,0,1,0,0,2
25.0,32.0,7500,0,1,1,0,0,0,1,0,0,3
30.0,40.0,20500,0,0,1,0,1,0,1,0,0,2
25.0,40.0,5900,0,0,1,0,0,1,0,1,0,2
25.0,44.0,25100,1,0,1,0,1,0,0,0,1,1
25.0,41.0,15000,0,0,0,0,1,0,0,0,0,2
25.0,25.0,6000,0,0,0,0,0,1,1,0,0,1
30.0,0.0,26100,1,0,0,1,0,0,0,0,0,3
25.0,57.0,8800,0,0,1,0,1,1,1,0,0,3
30.0,24.0,2900,1,0,1,0,1,1,1,0,0,2
25.0,22.0,10000,1,0,1,0,1,1,0,0,0,3
25.0,35.0,12600,0,0,1,0,1,0,1,0,0,3
25.0,64.0,26800,0,0,1,0,1,0,1,1,0,3
25.0,56.0,2600,0,0,1,0,1,0,0,0,0,3
25.0,27.0,2900,0,1,1,0,1,0,1,0,0,3
25.0,32.0,16100,0,0,1,0,1,0,1,1,0,2
25.0,44.0,9900,0,0,1,0,1,0,1,0,0,3
25.0,25.0,10200,0,0,1,0,1,0,1,0,0,3
25.0,44.0,9900,0,0,1,0,1,0,1,0,0,3
20.0,25.0,13100,0,0,1,0,0,0,1,0,0,3
25.0,24.0,13200,0,0,1,0,0,1,1,0,0,3
25.0,24.0,13200,0,0,1,0,0,1,1,0,0,3
25.0,42.0,8900,1,1,0,0,1,0,1,0,0,2
25.0,42.0,5000,1,0,1,0,1,0,1,0,0,4
25.0,48.0,12400,1,0,1,0,1,0,1,0,0,3
25.0,48.0,18400,1,0,1,0,1,0,0,0,0,3
25.0,48.0,15100,1,0,1,0,0,0,1,0,0,3
25.0,48.0,15100,1,0,1,0,0,0,1,0,0,3
20.0,42.0,18400,0,0,0,0,1,0,1,1,0,3
25.0,40.0,9500,1,0,1,0,1,0,1,0,0,2
20.0,0.0,15100,0,0,0,0,0,0,0,0,0,3
25.0,54.0,12400,0,0,1,0,1,0,1,0,0,2
25.0,54.0,12400,0,0,1,0,1,0,1,0,0,3
25.0,54.0,12400,0,0,1,0,1,0,1,0,0,2
25.0,54.0,12400,0,0,1,0,1,0,1,0,0,2
25.0,54.0,12400,0,0,1,0,1,0,1,0,0,3
25.0,54.0,8400,0,0,1,0,1,0,1,0,0,2
25.0,54.0,14100,0,0,1,0,1,0,1,0,0,2
25.0,54.0,12400,0,0,1,0,1,0,1,0,0,3
25.0,54.0,12400,0,0,1,0,1,0,1,0,0,3
25.0,54.0,12400,0,0,1,0,1,0,1,0,0,3
25.0,54.0,12400,0,0,1,0,1,0,1,0,0,2
25.0,54.0,12400,0,0,1,0,1,0,1,0,0,3
20.0,25.0,11400,0,0,0,0,0,0,1,0,0,2
25.0,54.0,20900,0,0,1,0,1,0,0,0,0,2
25.0,54.0,14100,0,0,1,0,1,0,1,0,0,3
20.0,25.0,8400,0,0,1,0,0,0,1,0,0,3
20.0,25.0,8400,0,0,1,0,0,0,1,0,0,2
20.0,40.0,9800,0,0,0,0,0,0,1,0,0,2
25.0,48.0,25200,0,0,1,0,1,0,1,0,0,3
25.0,54.0,6200,0,0,1,0,1,0,1,0,0,2
20.0,25.0,13400,0,0,1,0,0,0,0,0,0,3
20.0,0.0,13400,0,0,0,0,0,0,1,0,0,2
25.0,43.0,3900,0,0,0,0,1,0,0,0,0,3
20.0,34.0,17000,0,0,1,0,0,0,1,0,0,2
25.0,54.0,22600,0,0,0,0,1,0,1,0,0,3
25.0,54.0,22600,0,0,0,0,1,0,1,0,0,3
25.0,54.0,22600,0,0,0,0,1,0,0,0,0,3
20.0,25.0,14800,0,1,1,0,0,0,0,1,0,2
25.0,40.0,10000,0,0,1,0,1,0,1,0,0,2
25.0,21.0,5300,0,0,0,0,1,0,1,0,0,3
20.0,25.0,2000,0,1,0,0,0,0,0,0,0,2
25.0,48.0,13200,0,0,1,0,1,0,1,0,0,2
20.0,0.0,5700,0,0,0,0,0,0,1,0,0,3
25.0,58.0,2900,1,0,1,0,0,0,1,0,0,2
25.0,40.0,6200,0,0,1,0,1,0,1,0,0,2
25.0,58.0,2900,1,0,1,0,0,0,1,0,0,3
25.0,40.0,8800,0,0,1,0,1,1,1,0,0,3
25.0,40.0,4200,0,1,1,0,1,0,1,0,1,3
25.0,56.0,35900,0,0,1,0,1,0,0,0,0,3
25.0,40.0,8300,0,0,1,0,0,0,0,0,0,3
25.0,42.0,33300,0,1,0,0,1,0,0,1,0,3
20.0,29.0,58700,1,0,0,0,0,0,1,0,0,1
25.0,42.0,7900,1,0,1,0,1,0,1,0,0,3
25.0,74.0,11900,0,0,1,0,1,0,1,0,0,3
25.0,74.0,11900,0,0,1,0,1,0,0,0,0,2
25.0,74.0,11900,0,0,1,0,1,0,0,0,0,3
20.0,20.0,4700,0,1,1,0,0,0,1,0,0,3
25.0,30.0,7900,1,1,0,0,1,0,1,0,0,3
25.0,84.0,3400,0,0,1,0,0,0,1,0,0,2
25.0,38.0,4400,0,0,1,0,1,0,1,0,0,3
25.0,38.0,4400,0,0,1,0,1,0,1,1,0,2
25.0,38.0,5600,0,0,1,0,1,0,1,0,0,2
25.0,38.0,6600,0,0,1,0,1,0,0,0,0,3
25.0,38.0,6600,0,0,1,0,1,0,0,0,0,2
25.0,84.0,4000,0,0,1,0,1,0,1,0,0,3
25.0,38.0,4400,0,0,1,0,1,0,1,0,0,3
25.0,38.0,4400,0,0,1,0,1,0,1,0,0,2
25.0,38.0,6600,0,0,1,0,1,0,0,0,0,2
25.0,38.0,6600,0,0,1,0,1,0,0,1,0,3
25.0,35.0,2600,1,0,1,0,1,0,1,0,0,3
25.0,52.0,10700,0,0,1,0,1,0,0,1,0,2
20.0,51.0,10700,0,0,0,0,0,0,1,0,0,2
25.0,58.0,18000,0,0,1,0,1,0,1,0,0,3
25.0,58.0,18000,0,0,1,0,1,0,1,0,0,2
25.0,58.0,18000,0,0,1,0,1,0,0,0,0,2
25.0,44.0,5800,1,0,1,0,1,0,1,0,0,2
25.0,42.0,6500,1,0,1,0,1,0,0,0,0,3
25.0,25.0,2500,0,0,1,0,1,0,1,0,0,3
25.0,44.0,7200,1,0,1,0,1,0,0,0,0,3
25.0,42.0,10100,0,1,1,0,0,0,1,0,0,3
25.0,58.0,21100,0,0,1,0,1,0,0,0,0,3
25.0,74.0,10800,0,0,0,0,1,1,0,0,0,3
25.0,44.0,19800,0,0,0,0,1,0,1,0,0,2
25.0,54.0,10800,0,0,0,0,1,1,0,0,0,2
25.0,54.0,10800,0,0,0,0,1,1,1,1,0,2
25.0,54.0,10800,0,0,0,0,1,1,1,0,0,2
25.0,54.0,10800,0,0,0,0,1,1,1,0,0,2
25.0,42.0,3500,0,0,1,0,1,0,1,0,0,2
25.0,38.0,11100,0,0,1,0,1,0,1,0,0,2
25.0,38.0,11100,0,0,1,0,1,0,1,0,0,3
25.0,38.0,11100,0,0,1,0,1,0,1,0,0,3
20.0,36.0,10000,0,1,1,0,0,0,0,0,0,3
30.0,56.0,14500,0,0,1,0,1,1,1,0,0,3
30.0,56.0,14500,0,0,1,0,1,1,1,0,0,2
30.0,55.0,14500,0,0,1,0,1,1,1,0,0,3
30.0,56.0,14500,0,0,1,0,1,1,1,0,0,2
25.0,9.0,6100,0,1,1,0,0,0,0,0,0,3
25.0,42.0,10000,0,0,1,0,1,0,1,0,0,2
25.0,98.0,18100,0,0,0,0,1,0,0,0,0,2
25.0,98.0,18100,0,0,0,0,1,0,0,0,0,3
25.0,54.0,18500,0,0,1,0,1,1,1,0,0,2
25.0,54.0,18500,0,0,1,0,1,0,1,0,0,3
25.0,54.0,18500,0,0,1,0,1,0,1,0,0,2
25.0,54.0,18500,0,0,1,0,1,0,1,1,0,3
25.0,36.0,1700,0,0,1,0,1,0,1,0,0,3
25.0,42.0,4500,0,1,0,0,1,0,0,0,0,3
25.0,25.0,4500,0,1,0,0,0,0,1,1,0,2
25.0,46.0,5100,1,0,0,0,1,0,1,0,0,3
25.0,46.0,9400,0,0,0,0,1,0,1,0,0,2
25.0,46.0,15800,0,0,1,0,0,0,1,0,0,2
25.0,25.0,2000,1,0,0,0,0,0,1,0,0,2
25.0,46.0,9400,0,0,0,0,1,0,1,0,0,3
25.0,46.0,19200,1,0,0,0,1,0,1,0,0,3
25.0,57.0,4500,0,0,1,0,1,0,1,0,0,3
25.0,57.0,4500,0,0,1,0,1,0,0,0,0,3
25.0,57.0,4500,0,0,1,0,1,0,1,0,0,3
25.0,46.0,20000,0,0,1,0,1,0,1,0,0,2
25.0,58.0,12000,0,0,1,0,1,0,1,0,0,3
25.0,0.0,7800,0,0,0,0,1,0,1,0,0,2
25.0,38.0,2300,0,0,0,0,0,0,1,0,0,2
25.0,38.0,2300,0,0,0,0,0,0,1,0,0,3
25.0,58.0,18000,0,0,1,0,1,0,1,0,0,2
25.0,58.0,18000,0,0,1,0,1,0,1,1,0,2
25.0,40.0,13100,0,0,0,0,0,0,1,1,0,2
25.0,40.0,8600,0,0,0,0,0,0,1,1,1,2
25.0,40.0,8600,0,0,0,0,0,0,1,0,0,2
20.0,42.0,8800,0,0,0,0,0,0,1,0,0,3
25.0,36.0,2500,0,0,1,0,0,0,1,0,0,2
20.0,30.0,3700,0,0,1,0,0,0,1,0,1,2
25.0,106.0,8900,0,0,1,0,1,0,1,0,0,3
25.0,42.0,9800,0,1,1,0,1,0,1,1,0,3
25.0,42.0,6100,0,0,1,0,1,0,1,0,0,1
25.0,42.0,6600,0,0,0,0,1,0,1,0,0,1
25.0,42.0,6600,0,0,0,0,1,0,1,0,0,3
25.0,42.0,6600,0,0,0,0,1,0,1,0,0,3
25.0,54.0,18500,0,0,1,0,1,0,1,0,0,2
25.0,42.0,23100,0,1,0,0,1,0,1,0,0,2
20.0,0.0,8700,0,0,0,0,0,0,1,0,0,3
25.0,73.0,22400,0,0,1,0,1,0,1,0,0,3
25.0,73.0,22400,0,0,1,0,1,0,1,0,0,3
20.0,32.0,22400,0,1,1,0,0,0,0,0,0,3
25.0,69.0,33000,0,0,0,0,1,0,1,0,0,2
25.0,61.0,11500,0,0,1,0,1,0,1,0,0,3
25.0,40.0,9100,0,1,1,0,0,0,1,0,0,3
25.0,59.0,45000,0,0,0,0,1,0,1,0,0,2
25.0,33.0,5000,0,0,0,0,1,0,1,0,0,2
30.0,0.0,45000,1,0,0,1,0,0,0,0,0,3
25.0,44.0,16200,1,0,0,0,1,0,1,0,0,2
25.0,66.0,2700,0,0,1,0,1,0,1,0,0,3
25.0,66.0,2700,0,0,1,0,1,0,1,0,0,3
25.0,69.0,33000,0,0,0,0,1,0,1,0,0,3
25.0,80.0,26100,0,0,1,0,1,0,1,0,0,3
40.0,76.0,51700,0,0,0,0,1,1,0,0,0,2
40.0,76.0,51700,0,0,0,0,1,1,0,0,0,3
40.0,76.0,51700,0,0,0,0,1,1,1,0,0,3
25.0,60.0,12500,0,1,1,0,0,0,1,0,1,2
40.0,0.0,40700,0,0,0,0,1,0,1,0,0,2
20.0,32.0,38500,0,1,1,0,0,0,1,0,0,4
25.0,55.0,26700,0,0,1,0,1,0,1,0,0,2
20.0,25.0,37400,0,1,1,0,0,0,1,0,0,2
20.0,25.0,37400,0,0,1,0,0,0,1,0,0,3
20.0,25.0,37400,0,0,1,0,0,0,1,0,0,3
30.0,56.0,24900,0,0,1,0,1,0,1,0,0,1
35.0,0.0,40500,0,0,0,0,1,0,0,0,0,3
35.0,0.0,36000,0,0,0,0,1,0,0,1,0,3
25.0,20.0,10000,1,0,1,0,1,0,1,0,0,2
35.0,83.0,18100,0,0,0,0,1,1,1,1,0,3
30.0,68.0,39500,0,0,1,0,1,0,1,1,0,2
30.0,53.0,43600,0,0,1,0,1,0,0,0,0,3
20.0,0.0,36000,0,0,0,0,0,0,0,1,0,2
30.0,52.0,36000,0,0,1,0,1,0,1,0,0,3
30.0,61.0,30500,0,0,1,0,1,0,1,0,1,2
20.0,0.0,29000,0,0,0,0,0,0,1,0,0,3
20.0,0.0,29000,0,0,0,0,0,0,1,0,0,2
25.0,46.0,9100,0,0,0,0,1,0,1,0,0,3
25.0,46.0,9100,0,0,1,0,1,0,1,0,0,2
25.0,48.0,29000,0,0,1,0,1,1,1,0,0,2
20.0,59.0,29000,0,0,0,0,0,0,1,0,0,3
25.0,23.0,9400,0,0,1,0,0,0,1,0,0,2
35.0,60.0,40000,0,0,0,0,1,0,1,0,0,3
35.0,64.0,32200,0,0,0,0,1,0,1,0,0,2
25.0,70.0,38000,0,0,0,0,1,0,1,0,0,3
35.0,70.0,38000,0,0,0,0,1,0,1,1,0,2
35.0,44.0,24000,0,0,1,0,1,0,1,0,0,3
35.0,55.0,30000,0,0,1,0,1,0,1,0,0,2
30.0,55.0,27000,0,0,0,0,1,0,0,0,0,3
